tasks_completed_per_day,average_task_time_minutes,distance_travelled_km,payout_amount,customer_rating,login_hours_per_day,device_changes,location_changes,cancellation_rate,late_delivery_rate
25,34,34,2530,4.83,4,0,1,0.06,0.07
28,37,20,2467,3.71,11,0,0,0.11,0.11
38,23,50,745,4.24,7,0,0,0.06,0.17
26,13,66,2042,3.54,10,0,2,0.06,0.08
7,15,55,1737,3.92,11,1,1,0.06,0.05
16,25,57,2113,4.72,9,1,0,0.12,0.15
32,37,72,2224,4.96,10,0,1,0.05,0.15
34,30,48,1452,4.87,10,0,1,0.01,0.12
30,37,19,2763,3.56,8,0,0,0.06,0.19
25,10,79,782,4.89,7,1,1,0.05,0.19
32,15,74,2929,4.73,4,1,2,0.14,0.18
30,18,68,2440,4.8,10,1,2,0.08,0.07
37,24,45,671,4.87,4,0,2,0.04,0.06
25,21,36,1744,4.23,9,0,2,0.15,0.17
39,12,64,1618,3.82,9,1,0,0.04,0.14
38,20,79,2382,3.53,10,1,0,0.12,0.09
22,24,62,2591,3.54,5,1,2,0.1,0.09
15,12,69,2775,4.46,7,1,0,0.07,0.17
27,23,70,2864,4.01,10,0,2,0.07,0.05
62,4,184,8295,1.987184748725702,21,5,5,0.7116801804498158,0.7431050665711219
21,38,36,2523,3.7,9,0,0,0.08,0.13
9,13,50,966,4.96,8,0,1,0.06,0.16
15,35,37,2238,3.69,7,0,2,0.06,0.09
34,28,25,796,4.17,11,0,1,0.05,0.13
19,21,44,1519,4.17,9,0,2,0.07,0.15
31,11,45,2762,3.51,11,0,0,0.03,0.1
39,26,65,2047,4.5,11,0,2,0.02,0.11
37,12,28,2398,4.31,8,1,1,0.09,0.12
63,3,287,7960,1.8778086480034233,21,4,9,0.7331834850959058,0.5537114612119389
20,25,42,1153,4.73,9,1,0,0.03,0.18
38,31,32,1301,3.86,8,1,1,0.02,0.18
6,18,72,840,4.79,4,0,0,0.03,0.07
39,20,79,1203,4.8,6,0,0,0.05,0.18
32,30,31,2954,4.74,10,0,0,0.07,0.15
10,24,76,1352,4.01,5,0,0,0.04,0.11
13,12,68,805,3.74,5,1,0,0.12,0.08
24,25,34,2433,4.21,5,0,1,0.04,0.09
5,39,26,2287,3.89,4,1,1,0.03,0.12
12,30,48,1373,3.58,11,0,1,0.15,0.09
27,30,48,2081,3.92,10,1,1,0.07,0.1
7,30,33,994,4.2,9,1,0,0.03,0.06
8,37,47,2185,3.67,5,1,2,0.14,0.15
29,21,66,2105,4.92,8,0,2,0.04,0.13
19,32,53,2037,4.48,9,1,2,0.14,0.2
25,14,45,2135,3.7,4,1,2,0.03,0.05
39,16,79,1395,4.72,7,0,1,0.13,0.04
18,18,54,1667,4.89,4,0,0,0.04,0.11
16,30,35,2846,3.89,10,1,1,0.14,0.05
21,27,20,2974,3.71,4,0,1,0.09,0.13
13,30,61,2361,3.98,11,1,1,0.04,0.06
39,17,34,1256,4.75,7,0,0,0.13,0.11
17,21,40,530,3.76,10,1,1,0.06,0.13
19,29,54,2879,4.67,8,0,0,0.11,0.1
22,11,76,2493,4.57,6,0,2,0.1,0.08
37,19,49,2599,4.48,7,1,1,0.11,0.16
10,28,55,742,4.15,4,1,0,0.06,0.17
31,18,63,1185,4.05,5,0,1,0.14,0.07
27,34,50,2135,3.63,7,0,2,0.09,0.17
31,33,47,1940,4.04,7,1,0,0.02,0.09
38,17,45,1998,4.4,6,0,2,0.02,0.11
18,33,53,1915,4.85,11,0,2,0.11,0.06
12,33,66,1912,4.75,10,1,0,0.13,0.13
39,33,75,1072,3.55,4,0,1,0.11,0.04
23,10,39,2491,3.71,5,0,0,0.05,0.13
34,15,19,1931,4.77,5,1,2,0.04,0.2
18,21,70,1712,4.91,6,1,0,0.09,0.16
24,34,72,2830,3.58,9,0,1,0.04,0.18
29,33,45,2159,4.55,5,0,0,0.06,0.1
28,28,63,1098,4.05,11,1,2,0.1,0.05
18,36,74,2695,4.05,11,1,1,0.05,0.07
30,26,13,569,4.46,8,1,1,0.06,0.03
27,11,64,1893,4.72,11,1,0,0.06,0.11
26,20,63,2149,3.91,7,1,0,0.07,0.14
23,27,73,2038,4.56,7,0,0,0.1,0.1
7,32,31,2781,4.45,11,0,2,0.12,0.12
23,37,34,966,4.28,5,0,1,0.1,0.08
13,31,68,1056,4.4,5,1,1,0.01,0.04
32,20,66,1393,3.53,5,1,1,0.14,0.1
24,27,63,1335,3.51,7,1,1,0.09,0.12
11,17,53,1810,4.33,5,0,1,0.14,0.2
18,24,61,1117,4.29,8,0,2,0.14,0.08
13,18,25,1817,3.61,8,1,1,0.08,0.14
23,24,25,2004,4.24,7,0,0,0.14,0.17
18,16,64,633,4.64,9,1,2,0.06,0.08
21,29,70,507,4.31,4,0,2,0.05,0.19
34,22,49,2575,4.28,10,0,1,0.02,0.08
13,22,30,1282,4.58,11,1,0,0.07,0.19
37,10,75,1833,3.76,4,1,0,0.11,0.02
29,29,17,1040,4.19,4,1,1,0.15,0.13
18,13,19,1557,3.72,8,1,2,0.08,0.16
15,33,66,2554,4.29,10,1,1,0.11,0.07
39,13,13,2587,4.39,6,0,2,0.14,0.04
18,13,52,1408,3.68,10,0,1,0.09,0.02
34,22,72,2609,3.61,4,0,0,0.03,0.03
8,11,52,1820,3.75,6,1,1,0.13,0.12
8,37,76,2926,4.38,7,1,0,0.09,0.17
32,35,60,821,3.78,10,1,1,0.12,0.03
12,32,65,1232,3.91,11,0,0,0.1,0.04
6,24,52,1918,4.55,8,1,0,0.02,0.02
26,13,33,1880,3.87,9,1,0,0.03,0.07
20,36,43,2966,4.1,11,0,0,0.05,0.19
33,15,68,1859,4.89,11,0,0,0.05,0.07
34,12,11,2567,4.74,11,1,1,0.13,0.1
16,16,11,2959,3.88,4,0,1,0.09,0.05
39,15,19,2414,4.4,11,0,1,0.02,0.04
15,12,32,1048,4.5,8,1,2,0.06,0.05
25,13,24,1782,4.85,7,0,0,0.09,0.06
74,3,227,10737,1.0281710188853614,18,5,7,0.6372287051154494,0.67169212810833
9,39,23,2222,4.34,5,1,0,0.02,0.16
24,30,25,2904,4.83,4,0,0,0.06,0.11
7,18,41,2748,3.58,8,0,1,0.07,0.12
37,39,32,2081,4.44,9,0,2,0.14,0.09
13,15,43,2778,4.12,8,1,0,0.14,0.06
13,38,25,2850,4.86,8,1,1,0.08,0.04
8,29,43,2934,4.94,7,0,2,0.08,0.03
39,36,42,1214,3.76,4,1,2,0.1,0.05
21,20,77,1424,3.92,11,0,0,0.05,0.17
38,16,52,557,3.91,9,0,0,0.05,0.06
28,27,73,933,3.65,4,1,1,0.01,0.08
36,13,27,2284,4.22,5,1,2,0.02,0.12
5,14,77,982,4.27,5,1,2,0.03,0.11
12,13,70,866,4.36,10,1,0,0.1,0.14
27,13,29,1388,4.49,8,0,1,0.04,0.05
16,36,20,2352,3.59,4,0,2,0.03,0.11
16,22,55,1854,4.43,11,0,0,0.1,0.16
19,25,73,2223,4.87,11,1,2,0.1,0.09
23,34,37,1758,4.18,10,1,2,0.02,0.19
71,2,164,11230,2.132306212916628,20,5,6,0.7523675500653628,0.5387698051701114
33,20,44,2730,3.63,4,1,1,0.09,0.14
26,38,17,2705,3.92,8,0,1,0.07,0.1
25,11,31,2560,4.63,6,0,1,0.15,0.17
24,31,33,2312,3.89,4,1,1,0.01,0.1
33,23,75,2302,4.72,8,1,2,0.09,0.19
8,33,73,1177,4.73,8,0,1,0.03,0.08
11,33,74,1117,4.19,10,1,0,0.06,0.18
32,36,23,2751,3.95,6,1,0,0.03,0.14
32,16,34,2849,4.4,5,0,0,0.1,0.16
8,35,12,1294,4.72,11,0,0,0.07,0.03
26,20,14,1228,3.6,9,0,0,0.15,0.07
16,13,74,2193,4.93,8,1,0,0.1,0.17
7,16,63,2385,4.47,4,1,2,0.14,0.08
26,38,28,1138,4.1,5,1,1,0.04,0.15
6,25,63,690,4.26,5,1,0,0.05,0.2
28,35,19,2301,4.08,5,1,0,0.06,0.05
38,15,25,1398,4.12,8,0,1,0.13,0.1
31,36,55,2496,4.39,4,0,1,0.04,0.05
5,15,38,2607,3.59,9,0,2,0.14,0.05
12,11,24,1989,3.76,6,0,0,0.02,0.13
27,33,57,1902,3.84,7,1,0,0.13,0.05
10,17,20,1952,4.11,7,0,0,0.07,0.11
26,39,43,2609,4.06,5,0,2,0.08,0.2
29,36,45,2443,4.58,10,0,1,0.15,0.08
92,2,200,10861,1.8883454251638137,21,3,5,0.4192991325509257,0.4802699239074322
21,36,28,1137,3.59,10,1,2,0.14,0.09
16,34,77,1498,3.58,11,1,0,0.09,0.07
73,2,286,7745,1.4104109884718645,16,3,8,0.44741315989420044,0.4582707005935584
30,23,42,2028,3.56,8,1,0,0.11,0.04
31,18,31,562,4.79,6,0,2,0.12,0.14
12,24,45,515,4.55,7,0,2,0.11,0.11
23,34,32,1341,4.99,10,0,1,0.12,0.13
5,31,72,1624,3.53,9,1,1,0.1,0.07
94,1,281,11852,1.6577893497343028,20,5,7,0.5606401960867327,0.7532075271552174
39,21,69,2496,4.54,6,1,0,0.07,0.05
94,1,274,7359,1.799210083923438,23,5,6,0.6238078462204556,0.48046274998473204
39,28,63,1990,4.03,9,1,1,0.05,0.03
24,22,47,2722,4.07,5,1,1,0.1,0.09
17,16,71,1757,4.77,11,0,1,0.08,0.13
12,34,34,2014,4.57,5,1,0,0.14,0.17
24,19,21,916,4.51,9,0,0,0.1,0.17
37,39,31,2056,3.55,11,0,0,0.09,0.11
30,19,18,950,3.78,6,1,0,0.05,0.18
25,11,38,2323,4.94,10,0,1,0.13,0.11
13,23,53,779,4.18,11,0,2,0.02,0.11
28,22,36,743,4.67,11,1,2,0.14,0.15
21,31,64,1174,4.08,6,1,1,0.1,0.18
28,38,14,2693,4.65,11,1,2,0.04,0.13
25,15,61,602,3.68,6,1,0,0.14,0.19
17,18,22,2857,3.56,6,0,0,0.06,0.06
15,22,51,616,4.2,4,0,0,0.03,0.19
23,18,24,1995,4.39,5,1,1,0.05,0.06
15,22,27,1262,3.99,7,1,0,0.14,0.11
17,14,59,2223,4.57,4,0,0,0.12,0.16
5,23,11,2734,4.24,6,0,0,0.14,0.16
23,14,22,1284,4.89,7,1,2,0.05,0.07
16,18,77,1992,3.63,5,1,1,0.02,0.2
12,17,56,1206,3.6,6,1,1,0.09,0.03
12,16,59,1295,4.86,8,1,1,0.08,0.03
16,17,21,972,4.5,6,1,2,0.11,0.17
37,31,22,1181,4.51,7,1,0,0.09,0.17
30,12,18,593,3.54,5,1,1,0.07,0.15
32,32,68,1235,4.91,10,0,1,0.01,0.17
9,33,54,2541,4.66,11,0,0,0.08,0.04
89,4,219,7911,1.282767421219568,23,5,9,0.6523663411060951,0.5349073550800781
29,17,52,2658,4.87,6,0,2,0.14,0.19
31,10,32,2413,4.37,5,0,1,0.14,0.13
27,16,54,2957,4.09,11,0,1,0.12,0.19
34,28,32,2089,4.22,4,1,1,0.03,0.18
27,11,43,2944,4.67,8,1,2,0.03,0.14
24,23,25,1650,4.65,9,1,1,0.09,0.13
22,27,72,2513,4.41,9,1,1,0.11,0.08
22,39,60,541,3.83,4,1,1,0.14,0.05
6,24,41,540,4.73,9,0,2,0.14,0.14
8,23,47,2010,4.47,8,0,1,0.03,0.17
34,33,65,2194,3.83,10,0,1,0.15,0.12
37,34,78,2946,4.22,4,0,2,0.03,0.03
22,28,26,2729,5.0,5,0,1,0.13,0.05
23,39,48,1243,3.99,10,0,0,0.09,0.04
32,28,50,1573,3.67,5,0,2,0.1,0.14
24,31,57,1931,3.53,4,0,0,0.09,0.12
37,36,37,797,3.78,10,1,0,0.13,0.1
16,35,59,2692,3.78,7,0,1,0.1,0.12
19,26,10,515,4.79,4,1,1,0.13,0.07
6,31,59,1575,3.73,6,1,1,0.03,0.16
33,37,28,606,4.79,7,1,2,0.13,0.08
14,28,68,718,3.63,5,0,2,0.15,0.14
6,36,77,2884,4.86,4,0,2,0.1,0.09
15,25,76,870,3.88,10,0,0,0.15,0.03
17,29,50,753,4.42,7,0,2,0.04,0.07
96,2,298,9003,1.0222152864363216,18,3,8,0.4539798285096398,0.5520229603336186
18,28,37,2508,4.09,6,0,1,0.03,0.05
22,10,43,2222,3.63,8,1,0,0.08,0.04
13,28,48,2732,4.37,5,0,2,0.1,0.07
32,16,65,1812,4.02,7,0,1,0.1,0.18
7,38,61,1484,4.78,9,0,1,0.1,0.08
24,32,12,849,3.77,7,0,2,0.05,0.1
10,20,32,2607,3.92,10,0,0,0.15,0.08
31,14,26,1978,3.77,11,0,0,0.01,0.2
93,3,161,9665,1.277648294477025,21,4,7,0.7078950772684797,0.5049286010502685
33,26,27,810,3.67,9,0,2,0.13,0.11
7,20,55,1614,3.78,7,0,2,0.13,0.16
20,33,79,1821,4.52,4,0,0,0.11,0.06
91,4,163,11881,2.336199979739833,17,3,6,0.7113616805977068,0.6015073409964073
6,17,18,1466,4.61,5,1,1,0.07,0.14
21,19,44,1194,3.66,4,1,1,0.07,0.07
16,21,69,1409,4.38,4,1,0,0.07,0.06
39,19,72,770,5.0,9,0,1,0.11,0.19
5,22,61,2040,3.76,9,0,0,0.11,0.06
19,35,57,1624,3.89,9,0,1,0.08,0.03
30,27,70,1911,4.85,10,1,2,0.11,0.16
25,19,33,1809,4.44,11,0,0,0.08,0.06
35,28,67,2253,4.24,4,0,1,0.02,0.1
76,1,183,10154,1.7811169984420847,17,4,6,0.42885590297115234,0.7164219319566449
27,26,39,2321,3.94,10,0,1,0.13,0.03
28,29,38,1503,4.78,6,1,1,0.05,0.1
32,25,19,739,4.62,7,0,2,0.12,0.08
25,14,48,2139,4.46,6,1,2,0.08,0.11
22,12,64,860,4.9,5,0,0,0.03,0.19
39,39,37,1233,4.37,4,1,1,0.07,0.09
13,36,27,1351,4.27,7,1,2,0.02,0.13
34,24,50,1359,4.96,11,1,1,0.12,0.04
38,35,74,1200,3.81,9,1,2,0.04,0.18
36,11,55,1850,3.71,8,1,0,0.03,0.17
7,22,69,1322,3.74,10,0,2,0.04,0.11
7,31,18,2134,4.98,7,0,1,0.04,0.05
32,17,54,596,4.48,8,0,1,0.1,0.1
19,32,69,826,3.96,7,1,0,0.1,0.07
27,36,37,2620,3.87,4,1,0,0.03,0.2
15,39,12,1493,3.58,8,0,2,0.11,0.11
36,26,60,1779,3.7,8,1,2,0.06,0.1
37,13,17,2266,4.86,5,0,1,0.07,0.05
28,28,79,1493,4.62,7,0,2,0.03,0.06
38,31,68,832,4.91,6,1,0,0.11,0.15
32,34,70,1680,4.14,9,0,2,0.06,0.12
11,18,67,2464,4.4,6,1,0,0.1,0.08
8,32,79,598,4.23,5,1,1,0.07,0.07
5,24,21,743,4.82,5,1,2,0.02,0.06
5,37,18,2000,4.99,5,0,0,0.11,0.03
24,18,58,1964,4.9,4,0,2,0.09,0.2
23,33,26,1898,4.4,11,1,0,0.07,0.16
33,30,63,866,3.59,4,0,0,0.04,0.19
14,18,53,1981,4.43,4,1,0,0.1,0.09
22,23,41,2660,3.65,4,0,2,0.05,0.18
32,32,44,1547,3.71,5,1,0,0.07,0.07
39,30,58,782,3.79,5,1,2,0.02,0.11
35,25,63,1815,4.05,10,0,0,0.12,0.06
31,33,25,1886,4.39,11,0,0,0.02,0.16
15,32,21,2948,4.0,4,1,2,0.13,0.11
9,34,17,2237,4.18,4,0,2,0.13,0.12
12,35,30,921,3.57,8,1,2,0.15,0.17
38,26,57,1766,4.43,11,0,1,0.14,0.15
16,22,17,1877,4.49,7,0,1,0.15,0.19
5,18,37,1911,3.65,11,1,1,0.13,0.09
35,24,19,974,4.68,8,0,0,0.03,0.1
8,16,61,2952,4.47,7,0,0,0.07,0.13
9,10,24,2583,4.23,4,0,0,0.02,0.1
34,10,13,857,4.33,4,0,2,0.09,0.1
28,14,71,1057,4.25,11,0,1,0.08,0.08
7,33,13,1850,3.58,9,0,0,0.14,0.17
15,18,50,1567,4.6,4,1,2,0.15,0.12
8,21,64,2867,4.27,8,0,1,0.05,0.13
30,15,37,1237,3.76,5,0,1,0.09,0.06
31,37,56,524,4.52,7,1,2,0.08,0.07
31,22,18,1139,4.54,10,0,0,0.09,0.08
10,35,11,2074,3.82,9,1,1,0.08,0.1
19,37,76,1708,4.69,11,0,0,0.14,0.03
73,3,253,9952,2.0138578595328456,20,3,6,0.48632364292688973,0.4037943328727869
39,24,78,1917,3.77,9,0,0,0.03,0.18
27,15,37,685,4.49,4,1,0,0.06,0.14
10,36,23,1804,4.4,5,0,0,0.12,0.08
8,15,55,1500,3.76,10,1,0,0.11,0.09
22,13,22,1818,4.81,8,0,0,0.1,0.15
13,20,25,1027,4.78,7,0,2,0.15,0.07
33,30,49,1183,4.75,9,1,0,0.06,0.13
17,39,39,2733,4.1,9,0,0,0.08,0.18
21,27,74,2067,4.74,9,1,1,0.15,0.09
36,12,67,1074,4.77,4,0,1,0.11,0.13
26,12,57,2534,4.99,7,1,0,0.1,0.19
8,39,58,2384,4.94,9,1,1,0.03,0.08
9,21,11,1824,4.07,4,1,2,0.04,0.16
17,36,23,808,3.8,4,0,2,0.06,0.16
38,30,26,1712,3.94,6,1,2,0.08,0.19
26,39,40,2341,4.24,7,1,1,0.08,0.17
27,30,19,1934,4.71,10,0,2,0.14,0.15
7,15,79,1037,4.58,5,1,2,0.03,0.13
38,30,46,1357,4.68,4,0,1,0.04,0.06
36,37,73,2074,4.07,5,1,0,0.03,0.14
25,15,39,692,3.87,8,1,0,0.11,0.07
25,17,43,1686,3.54,4,1,0,0.15,0.1
15,24,27,552,4.44,11,1,1,0.14,0.15
8,27,72,974,4.69,9,1,0,0.11,0.14
5,29,58,673,4.83,11,1,2,0.01,0.09
86,4,161,7622,1.1285213602235173,23,4,8,0.7151572190545352,0.5342608004547177
28,25,67,2313,4.89,9,0,2,0.13,0.11
39,15,36,1199,3.8,4,0,0,0.1,0.07
17,37,64,2937,4.27,9,0,0,0.04,0.07
38,30,28,956,3.82,5,0,0,0.08,0.08
15,26,32,1854,3.78,6,0,1,0.02,0.15
21,18,56,2018,4.93,10,1,0,0.08,0.11
39,28,75,2669,4.73,7,1,2,0.14,0.09
22,27,60,2965,3.52,4,1,2,0.02,0.18
26,34,37,658,3.9,7,0,0,0.1,0.15
28,32,66,2337,3.81,9,0,1,0.04,0.11
23,14,67,1015,3.72,7,1,0,0.15,0.1
25,37,24,1525,4.55,9,1,0,0.02,0.17
12,15,25,1158,4.35,11,0,2,0.1,0.05
32,21,56,1177,4.18,7,0,1,0.05,0.14
9,20,72,814,3.78,9,1,2,0.13,0.02
21,25,21,2875,3.92,5,0,1,0.03,0.02
23,29,52,775,4.03,11,0,0,0.07,0.19
31,26,38,951,4.68,9,0,2,0.04,0.11
38,29,58,2088,4.98,7,1,0,0.12,0.08
15,18,12,985,3.78,8,0,0,0.06,0.16
16,10,78,1630,4.01,10,1,2,0.04,0.2
25,35,69,1066,3.92,9,1,0,0.11,0.03
86,1,170,10406,1.0253986720186052,19,3,9,0.7772163945244575,0.6873401644600061
32,30,35,1388,3.83,11,1,0,0.07,0.17
9,32,78,2711,4.85,5,1,1,0.06,0.12
21,18,56,500,4.76,8,1,0,0.1,0.18
24,31,51,2684,3.75,6,1,1,0.1,0.15
16,28,40,650,4.05,6,1,2,0.1,0.1
10,22,31,2267,3.97,9,1,0,0.05,0.05
21,32,26,2010,3.72,4,0,2,0.14,0.09
23,23,29,1748,4.43,6,0,2,0.04,0.16
30,29,17,1628,4.34,10,0,1,0.06,0.06
36,28,58,1498,4.14,4,1,0,0.05,0.15
10,39,47,1197,4.78,10,0,2,0.14,0.06
15,32,62,1588,4.43,7,0,0,0.13,0.1
37,36,37,2880,3.89,4,1,1,0.12,0.04
28,36,38,2919,4.06,6,1,2,0.01,0.1
27,16,20,1730,3.73,4,0,1,0.11,0.13
19,13,56,1185,4.39,5,0,2,0.04,0.12
31,21,54,1427,4.38,10,0,1,0.15,0.09
15,32,27,2342,4.81,6,1,0,0.08,0.09
21,36,59,2232,4.78,11,0,2,0.09,0.07
18,23,58,1239,4.76,11,0,2,0.06,0.16
31,11,31,770,4.32,10,1,0,0.09,0.16
22,10,54,2472,4.48,4,1,2,0.11,0.11
32,37,70,1210,4.66,6,1,1,0.09,0.09
8,27,30,824,3.64,11,0,2,0.1,0.13
11,29,70,1489,3.95,11,1,2,0.08,0.12
39,17,45,2050,3.75,10,1,2,0.11,0.14
13,12,33,1297,4.27,8,1,1,0.14,0.08
12,35,41,2369,4.76,6,1,0,0.02,0.16
21,15,68,1592,3.85,10,1,1,0.03,0.08
21,31,14,711,4.6,8,0,1,0.11,0.1
37,22,25,2081,4.11,4,0,2,0.06,0.04
36,18,20,1943,4.85,8,0,2,0.05,0.17
12,18,44,547,4.44,6,0,0,0.04,0.14
23,29,51,730,4.96,5,0,2,0.09,0.06
7,18,19,1078,3.87,8,1,1,0.06,0.17
9,24,17,1612,4.89,6,0,2,0.08,0.15
17,22,35,2254,4.04,5,1,2,0.14,0.1
35,31,12,2599,4.43,7,0,0,0.12,0.2
20,25,68,921,3.76,9,0,1,0.12,0.08
36,11,12,1110,4.64,8,0,1,0.03,0.04
26,35,47,945,4.97,8,1,0,0.06,0.15
33,23,11,1460,4.68,4,0,1,0.02,0.16
26,36,26,630,4.42,7,1,1,0.15,0.03
7,15,45,2171,4.17,4,0,2,0.11,0.17
14,11,11,2921,4.02,4,1,0,0.01,0.16
25,17,43,2934,4.13,6,0,0,0.08,0.19
20,13,36,835,3.99,10,1,2,0.05,0.04
16,30,46,1640,4.75,11,1,0,0.09,0.13
6,33,31,1524,4.84,4,0,0,0.04,0.06
28,23,77,2152,4.92,10,0,2,0.02,0.09
39,20,23,1037,4.13,8,0,2,0.06,0.07
34,33,32,995,4.32,4,0,1,0.05,0.1
34,37,53,1007,4.37,5,0,1,0.11,0.04
39,23,74,1180,4.48,8,1,2,0.08,0.07
23,21,70,1280,3.5,9,0,0,0.05,0.03
12,25,64,1259,4.76,6,0,2,0.09,0.11
30,15,59,627,3.9,4,0,2,0.02,0.07
11,29,21,1792,4.21,5,0,2,0.1,0.13
34,10,24,2693,4.76,9,1,1,0.03,0.1
11,21,26,1465,5.0,10,1,2,0.05,0.06
7,16,43,1059,4.69,5,1,0,0.05,0.04
5,17,44,1722,3.54,8,1,2,0.08,0.16
29,18,48,1423,4.05,4,1,2,0.14,0.13
5,11,64,2127,3.87,5,1,2,0.06,0.03
19,26,68,2950,4.95,4,1,1,0.05,0.2
17,29,14,2889,3.9,8,1,0,0.03,0.14
12,22,39,1571,4.92,7,0,0,0.06,0.06
9,14,13,1040,4.91,5,0,1,0.04,0.17
13,19,24,1699,4.76,6,0,1,0.03,0.18
5,21,44,1010,3.65,10,1,1,0.13,0.12
39,26,64,2566,3.5,4,1,0,0.02,0.18
6,30,75,854,4.69,9,0,0,0.11,0.03
27,15,69,844,4.76,8,0,2,0.04,0.19
13,12,33,1583,4.94,8,0,0,0.01,0.03
38,37,31,2290,3.83,9,1,1,0.12,0.14
18,24,53,2776,4.6,6,1,0,0.11,0.08
8,16,41,646,4.28,11,1,0,0.06,0.03
34,39,60,2879,3.99,7,1,0,0.02,0.19
35,15,12,2980,4.41,4,1,0,0.06,0.04
15,13,79,898,4.32,7,0,2,0.04,0.17
39,28,41,2223,3.94,10,1,1,0.14,0.08
12,14,11,1934,3.9,8,1,0,0.08,0.15
7,12,68,1086,4.23,5,1,1,0.14,0.07
18,35,23,1794,4.21,7,1,1,0.06,0.13
17,34,60,2893,3.95,5,0,0,0.09,0.16
36,18,20,2042,3.9,6,1,2,0.04,0.12
38,15,19,2304,4.93,8,0,2,0.12,0.08
23,22,67,2535,4.79,5,0,2,0.02,0.06
20,36,43,1927,4.73,4,0,0,0.11,0.05
6,31,62,1237,3.82,11,1,0,0.06,0.17
21,37,37,2277,3.78,8,0,0,0.09,0.13
38,39,27,879,4.71,6,0,0,0.09,0.11
20,29,35,2968,3.78,4,1,0,0.11,0.06
6,13,16,1703,4.26,8,0,1,0.04,0.1
6,11,54,2161,3.83,7,1,1,0.08,0.13
30,35,54,1806,4.07,10,0,0,0.07,0.03
17,13,44,2965,4.78,9,0,2,0.05,0.08
35,17,61,855,4.84,8,1,1,0.08,0.06
38,22,30,515,5.0,4,1,0,0.14,0.14
7,19,37,814,4.92,5,1,0,0.14,0.13
12,27,53,1539,4.51,10,1,1,0.05,0.07
27,18,65,1986,4.15,5,0,1,0.13,0.03
18,39,19,1193,3.59,8,0,0,0.13,0.05
31,10,32,568,4.41,8,0,2,0.04,0.05
33,22,57,910,3.82,6,1,0,0.09,0.12
5,27,61,1418,4.78,7,1,1,0.13,0.05
21,24,24,1239,4.32,6,1,1,0.08,0.11
34,11,64,1990,4.6,9,0,0,0.06,0.13
17,20,52,2986,4.51,6,0,1,0.1,0.18
25,38,59,772,4.02,5,1,0,0.03,0.06
23,23,15,958,4.64,11,0,2,0.03,0.05
23,31,42,1319,4.77,11,1,2,0.13,0.05
29,24,71,1696,4.62,5,1,0,0.02,0.08
26,23,64,1360,4.67,4,1,1,0.12,0.14
35,25,48,2473,4.04,9,0,1,0.05,0.14
21,32,21,2044,4.92,9,0,2,0.08,0.06
27,38,40,1294,4.14,6,0,1,0.09,0.04
36,24,62,1304,4.85,11,1,1,0.12,0.1
14,28,43,1595,4.79,10,0,0,0.13,0.05
14,36,50,2390,3.69,4,0,2,0.12,0.17
12,18,19,1339,4.95,8,1,2,0.09,0.04
24,14,61,1102,4.99,4,0,0,0.06,0.16
36,14,66,1932,4.41,5,0,0,0.08,0.03
18,20,12,2333,4.67,6,1,2,0.01,0.17
32,37,66,866,4.9,5,0,2,0.04,0.13
28,29,42,755,3.53,8,0,0,0.06,0.08
19,34,16,2987,4.89,7,1,2,0.05,0.09
26,33,13,1858,4.44,10,0,2,0.02,0.14
34,37,48,2982,4.74,9,0,1,0.02,0.05
8,13,57,1189,4.31,6,1,2,0.07,0.18
17,29,25,807,4.3,5,0,0,0.02,0.11
27,27,47,2535,4.85,11,0,1,0.05,0.16
12,34,13,2196,4.26,7,0,1,0.08,0.11
22,12,13,908,4.21,8,0,2,0.04,0.1
16,13,36,1325,4.41,7,0,1,0.02,0.1
35,23,26,1691,4.28,5,0,0,0.07,0.09
18,16,79,2634,4.17,5,1,0,0.07,0.15
74,3,243,11142,1.010256695491097,21,3,5,0.7512166540244307,0.6520115059223576
22,17,17,2919,4.1,8,0,2,0.03,0.17
38,33,62,2051,3.92,7,0,0,0.1,0.04
15,25,14,597,4.1,7,0,0,0.05,0.16
16,29,78,2274,4.39,9,1,2,0.03,0.06
19,24,56,2045,4.41,9,0,0,0.07,0.02
35,16,49,820,3.86,5,1,2,0.07,0.07
33,35,16,1033,3.63,8,0,1,0.06,0.07
30,26,21,2914,4.62,4,1,1,0.12,0.17
22,31,34,1707,4.29,8,0,2,0.13,0.15
36,31,37,916,4.16,6,1,2,0.03,0.04
26,31,52,1737,3.69,6,0,2,0.03,0.08
21,21,56,1347,4.12,8,1,0,0.07,0.07
27,27,58,1169,4.73,7,0,2,0.05,0.13
28,33,63,2443,4.37,6,0,2,0.12,0.12
12,23,27,2680,3.64,11,0,1,0.15,0.14
10,24,36,2600,4.0,10,0,2,0.04,0.18
9,24,15,1240,4.97,9,1,2,0.12,0.1
33,14,78,522,4.32,5,0,1,0.1,0.14
32,25,31,2154,3.93,5,1,0,0.1,0.19
15,14,68,959,4.87,11,1,2,0.05,0.12
5,11,56,1149,4.0,10,1,2,0.02,0.08
23,29,77,981,4.59,10,0,2,0.09,0.09
13,37,41,619,3.72,11,0,2,0.1,0.16
31,34,10,1172,3.73,5,1,1,0.14,0.15
38,18,63,2755,4.34,11,0,1,0.1,0.15
8,31,55,2384,3.86,9,1,1,0.07,0.15
22,36,50,817,3.57,8,1,2,0.15,0.19
